사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-22,경춘선,1328,남춘천,536,8,1490,32,3685,1010,4461,2614,5592,4533,5537,5324,5163,4729,5097,9351,5384,9531,6467,5479,7924,4632,7659,5818,7155,4864,6323,5660,4834,5536,3931,8254,3170,3125,2693,3262,1779,3920,436,2086,6,1460,0,0,0,0,0,0
Jun-22,경춘선,1329,춘천,240,1,646,6,1566,444,1770,1365,2460,3225,2480,4672,2438,3626,2590,5234,2912,4086,3782,4087,5104,2663,6817,3471,7292,2306,5481,2328,4258,2044,2810,3072,1913,1218,1216,1196,750,980,43,1113,3,482,0,0,0,0,0,0
Jun-22,수인선,1873,고색,484,3,2483,489,6580,2530,14305,14868,12153,22013,6084,3944,4296,2470,4094,2892,4426,3122,4420,3237,4803,3468,4499,3798,5282,5391,13378,7591,18951,10436,6003,10029,5799,6438,3523,5192,2076,4664,824,3312,6,1897,0,0,0,0,0,0
Jun-22,수인선,1874,오목천,3,0,683,13,4462,3483,9628,4505,10817,9906,6065,5333,5025,4213,5591,3380,6512,4017,5312,4936,4683,3647,6441,4115,8314,5794,8757,5623,8161,9938,3699,6375,2459,3786,2254,3458,1429,4795,565,2884,3,297,0,0,0,0,0,0
Jun-22,수인선,1875,어천,1,0,194,4,829,1322,1544,2201,1763,2413,1425,1095,1478,1012,1403,1006,1357,992,1387,1258,1164,1167,1396,1264,1775,1745,2428,1660,3084,2479,1280,1729,851,1013,466,969,297,1000,122,551,1,66,0,0,0,0,0,0
Jun-22,수인선,1876,야목,2,0,231,3,580,515,1582,628,1291,640,876,293,678,391,708,331,623,385,604,401,559,369,692,440,801,596,914,724,953,1000,411,674,265,339,154,423,88,354,46,271,0,61,0,0,0,0,0,0
Jun-22,수인선,1877,사리,0,0,3775,153,10763,1597,23029,3320,21184,4732,11018,2450,8333,2577,6996,2621,7312,3588,6919,4551,5246,4465,5105,6188,6147,8694,6343,10598,6405,19453,3960,13545,2398,8816,2028,9110,1809,7388,663,6190,15,738,0,0,0,0,0,0
Jun-22,수인선,1878,달월,0,0,9,37,21,245,99,209,148,377,116,128,78,173,127,125,118,106,117,123,149,103,140,77,370,105,419,86,818,165,170,39,92,62,59,64,23,41,20,33,1,6,0,0,0,0,0,0
Jun-22,수인선,1879,월곶,4,0,1595,418,5047,1567,10505,2225,11094,3300,5450,3082,4135,3122,4060,3852,4297,4120,3924,4028,3536,3760,3710,4328,4262,5330,4655,7595,5702,9977,3350,6044,2512,4273,2021,4592,1552,3565,655,2122,10,408,0,0,0,0,0,0
Jun-22,수인선,1880,소래포구,17,0,2919,424,6741,2544,16955,3978,14137,7685,8079,7343,7840,10811,9420,18480,11464,19680,14065,13650,17561,12027,18585,10761,16466,11887,13368,12139,10170,14975,6708,9785,5254,6646,4916,6646,3610,5500,1710,4020,41,703,0,0,0,0,0,0
Jun-22,수인선,1881,인천논현,18,0,2613,768,6389,4364,15802,9353,14017,13948,7832,8467,7240,6277,7569,6551,8056,7586,7492,8437,7481,8431,8723,8781,9675,11435,12154,15164,13053,18859,7632,12090,6440,7998,6685,6816,4700,5663,2384,3961,22,816,0,0,0,0,0,0
Jun-22,수인선,1882,호구포,9,1,1904,860,3696,4835,7635,18804,8243,24744,4887,4586,4274,2994,4682,3498,4986,3472,4737,3845,4682,3827,5117,3992,6421,5177,15158,6732,17577,7577,5718,6760,6387,4621,4440,4082,2207,3262,1090,2478,1,464,0,0,0,0,0,0
Jun-22,수인선,1883,남동인더스파크,0,0,476,780,971,3670,1290,15824,1788,20034,1266,3507,1272,1251,1756,1508,1753,1525,1884,1483,2717,1360,2577,1019,3616,1280,12061,1641,11300,1518,4081,1993,4052,1402,1914,813,530,520,205,415,1,53,0,0,0,0,0,0
Jun-22,수인선,1884,원인재,3,0,3392,661,7092,2604,14435,5472,15722,7262,8802,4677,7101,4543,6755,4634,6642,5719,6504,6045,5877,6223,6184,7581,6735,9303,7319,11718,7669,16389,4845,11411,4313,7891,3625,7884,2970,6788,1609,4761,46,833,0,0,0,0,0,0
Jun-22,수인선,1885,연수,9,2,2766,781,6897,2343,15642,4566,14133,11185,6701,6535,5835,6268,6307,5642,7035,6529,6905,6807,6528,6398,7090,7213,7905,9075,9096,13275,10870,16212,5426,10357,5086,7148,5425,6796,4583,4308,2634,3132,36,729,0,0,0,0,0,0
Jun-22,수인선,1886,송도,7,0,1938,407,4506,1425,9252,2792,9449,3494,4508,2351,3919,2631,3881,2735,3994,3278,3966,3181,3489,3266,3665,4082,4369,5058,4307,6297,3769,8475,2013,5487,1630,3536,1406,3626,885,2643,391,1879,1,547,0,0,0,0,0,0
Jun-22,수인선,1888,인하대,45,1,3509,530,9844,2948,23326,4896,17827,13768,8663,8494,7948,7920,8778,6301,9104,8882,9000,7937,9003,8475,10474,8822,12673,11296,12348,16363,10984,21204,6918,12175,5728,8909,5453,8429,4504,6146,2662,4549,66,1179,0,0,0,0,0,0
Jun-22,수인선,1889,숭의,29,0,3367,944,6149,3292,13608,8199,11488,12119,6048,4836,5619,3881,5931,3495,5888,4304,5483,4722,5069,4400,6198,4714,7209,6466,9799,8392,8879,10668,3953,6776,2603,5015,2237,4945,1718,3627,908,2319,9,647,0,0,0,0,0,0
Jun-22,수인선,1890,신포,13,0,1442,269,1554,855,3031,4119,2949,8292,1925,3377,1838,2774,2165,2919,2668,3018,2846,3194,3003,2808,3793,3029,5202,3555,5129,3492,6631,4664,2856,2449,2680,1726,2234,1657,1529,1305,675,743,6,206,0,0,0,0,0,0
Jun-22,수인선,1891,인천,107,1,661,212,1155,1044,2363,3071,1823,4989,1443,2329,1648,2844,1587,4527,1853,4544,2159,3972,2543,3929,2628,4400,4204,3537,2869,3499,2545,4150,1621,2836,1396,2093,1208,1767,784,1573,178,910,1,322,0,0,0,0,0,0
Jun-22,경강선,1501,판교,14,0,819,15,2577,6770,5149,14179,3780,28343,2463,21834,2542,9312,3271,7849,3479,5966,4126,5460,5760,4985,8343,4623,9257,4985,16050,7189,23521,6341,16924,4253,13876,1874,10239,1808,5693,1193,2226,828,3,258,0,0,0,0,0,0
Jun-22,경강선,1502,이매,13,0,635,28,1695,1052,4741,1960,3665,3185,1910,1504,1555,985,1583,1016,1526,1103,1377,1353,1385,1099,1538,1488,1933,1695,2436,2418,2383,2812,1304,2424,1092,1250,1303,1179,1220,839,410,394,7,106,0,0,0,0,0,0
Jun-22,경강선,1503,삼동,1,0,1321,124,4327,1298,12225,2587,13057,2448,7568,1195,4161,1134,3158,1508,2889,1605,2721,1766,2165,2530,2053,2966,2634,4094,3551,6421,2887,8546,1288,8695,920,5087,818,4678,493,3577,146,1829,0,55,0,0,0,0,0,0
Jun-22,경강선,1504,경기광주,2,0,3034,281,14588,2331,40034,5810,39928,10248,21966,4728,13542,4426,11373,5201,10340,5753,9424,7232,8260,7926,8159,10366,9576,13705,10352,19887,9444,33242,4451,28390,3072,17515,2708,14777,1607,9389,635,8003,0,45,0,0,0,0,0,0
Jun-22,경강선,1505,초월,0,0,1403,181,5941,1536,14203,4821,15309,5341,8406,2131,4997,1991,4568,2093,4137,2242,4126,2933,3439,3108,3437,3848,4814,5140,5711,6789,5411,12356,2181,10036,1757,7753,1222,5312,650,5038,364,3911,0,0,0,0,0,0,0,0
Jun-22,경강선,1506,곤지암,0,0,868,156,2772,1888,7087,5769,6958,6876,4604,3499,3258,2934,3281,2493,3452,2995,3349,2842,3285,2822,3887,3174,4512,4002,7039,5168,6728,5905,2747,6166,1813,3737,1150,3716,486,2532,298,1893,1,0,0,0,0,0,0,0
Jun-22,경강선,1507,신둔도예촌,2,0,716,135,2453,503,6506,2811,4672,4230,3269,2156,2612,1318,2111,1729,2563,1814,2383,1570,2087,1524,2399,2058,3580,2432,4435,3786,3371,3916,1406,4291,1178,2689,993,2851,337,2214,100,1762,1,1,0,0,0,0,0,0
Jun-22,경강선,1508,이천,10,0,931,32,2814,1259,8058,6034,6720,7681,5297,4402,4758,3236,4454,4352,4260,3887,4319,4043,4193,4288,4552,4519,5937,5328,6335,6375,7389,8126,3845,6651,3164,5514,2548,3123,1335,3969,493,1863,1,647,0,0,0,0,0,0
Jun-22,경강선,1509,부발,4,0,975,52,2682,1908,6451,6317,5211,6310,3929,2034,3258,1854,3812,2282,3211,2647,3232,2342,3862,2593,3685,2850,4543,3277,6446,4569,5743,4806,3889,6155,2266,3814,1458,3566,844,3269,371,2274,3,1373,0,0,0,0,0,0
Jun-22,경강선,1510,세종대왕릉,0,0,239,1,614,117,1274,865,1005,693,747,529,749,517,583,739,612,535,574,422,671,619,682,736,765,769,781,744,904,795,352,1137,260,512,107,638,58,294,25,346,2,100,0,0,0,0,0,0
Jun-22,경강선,1511,여주,18,0,1381,11,3598,947,6452,3902,6257,4894,4373,5420,4691,3628,4162,3982,4510,4510,4804,3959,5277,3825,6327,4085,6679,5438,6479,5360,4116,5664,3244,7528,2149,5207,1545,2967,813,3363,232,2914,1,1306,0,0,0,0,0,0
Jun-22,5호선,2511,방화,15,0,4853,6,10675,3654,27083,6148,24576,13401,13598,6913,10709,5868,10556,6191,10346,7029,10201,7942,8862,8434,9600,9772,11721,11352,10429,13339,10186,20727,4857,18559,3988,11618,2653,10318,2004,10288,687,6161,90,2230,0,183,0,0,0,0
Jun-22,5호선,2512,개화산,1,0,4262,502,8216,3724,21826,6098,20252,14329,10927,6689,7997,4958,7977,5355,8153,6140,7820,5866,6867,6168,7350,7338,8425,8848,10057,10672,12476,15983,5619,14679,3466,8989,2849,8416,2324,8018,645,5105,51,1571,0,30,0,0,0,0
Jun-22,5호선,2513,김포공항,1,1,349,2110,1565,9421,4383,15489,6936,20088,7746,13123,8341,14744,11046,17281,13580,17233,13956,17601,15094,17382,18085,16544,18150,17624,22697,16984,26895,15408,18261,9623,16155,4873,14967,2492,12558,1600,2918,1214,209,471,1,0,0,0,0,0
Jun-22,5호선,2514,송정,22,0,3838,1198,8194,4433,20454,7298,22079,11816,14238,7567,11110,6410,9907,7181,10026,7602,9414,7942,8803,8199,9068,9275,10467,11166,11891,13092,12682,18911,7116,15708,5572,9835,5142,9373,3739,8960,1753,5606,222,1577,0,0,0,0,0,0
Jun-22,5호선,2515,마곡,2,0,2363,1833,7751,6304,24899,14183,23399,48661,13042,30063,10689,13089,10465,10373,10971,11458,12072,11790,12484,11096,14508,11721,18123,13892,28199,16613,39936,23997,16695,19709,11549,10333,10394,9077,7420,9361,2752,5058,288,1778,0,0,0,0,0,0
Jun-22,5호선,2516,발산,3,0,3276,2374,9373,12682,26552,37101,27637,108573,17906,57712,17869,28627,20856,28394,24265,27372,26555,28955,29754,25964,35792,26505,41969,27687,61328,33792,82517,47677,36593,35347,30266,18961,30698,14550,25387,13498,10312,8390,1187,2390,0,0,0,0,0,0
Jun-22,5호선,2517,우장산,1,0,6594,717,21599,4992,56245,16398,56741,22620,29494,14934,23651,11952,21762,12662,22282,15041,20646,18110,18798,18605,22308,21738,26379,25913,22497,33232,19217,50353,11642,41470,8882,24244,7544,21649,6264,23354,1705,13981,206,2802,0,0,0,0,0,0
Jun-22,5호선,2518,화곡,257,0,22856,1665,39973,10425,114008,14767,142779,30492,69239,23616,43816,17711,39794,18863,39610,22695,37891,25530,31191,28474,30894,35983,35092,48350,36530,63578,35548,115764,21888,86803,15920,51781,13469,49597,10635,44140,4052,29043,474,7016,0,0,0,0,0,0
Jun-22,5호선,2519,까치산,198,0,24924,1545,43436,9314,124719,11526,154071,19678,76948,17921,45420,17899,40278,20938,40788,24254,37651,26820,31033,30341,29697,41546,32574,52568,31104,67211,30246,119070,19584,93187,15298,60284,12423,58565,10291,48628,4485,32056,545,7637,1,299,0,0,0,0
Jun-22,5호선,2520,신정(은행정),71,2,12243,814,23514,3862,64809,8697,77533,14613,35923,8885,20441,7358,18308,8012,16832,9819,16074,11001,12905,12310,13528,16077,14240,21239,14746,27297,15651,46796,8109,35352,5904,22076,5060,21342,4258,20358,1534,13464,132,3203,0,0,0,0,0,0
Jun-22,5호선,2521,목동,5,0,8129,1260,20572,5625,59521,15851,74942,26587,34881,20259,24172,15473,22609,13723,22629,17122,21402,20937,20288,20431,19907,24304,22902,31927,25834,43234,28850,75647,16007,52757,13104,30050,12440,28848,13928,26314,4173,15644,449,4130,0,0,0,0,0,0
Jun-22,5호선,2522,오목교(목동운동장앞),2,0,4895,1784,15096,9254,49575,27828,58113,66524,30090,50813,22962,29804,23381,29681,26483,29408,27331,32436,27771,31246,30488,32508,38036,39024,47212,48945,64642,72963,34978,46533,35860,26463,28041,23130,25314,21317,7400,13044,655,3318,0,0,0,0,0,0
Jun-22,5호선,2523,양평,1,0,2217,786,6821,2904,24958,9082,28524,37242,11495,13015,7671,5629,7596,5203,7537,5782,7700,5957,6873,5986,7474,6665,8528,8109,14670,11920,29176,21977,8438,15574,5361,9471,4339,9248,3334,8933,1369,5546,120,1534,0,0,0,0,0,0
Jun-22,5호선,2524,영등포구청,0,0,984,704,2396,2522,7298,5911,9789,23288,4771,9445,3865,4589,4117,3789,4389,4045,4586,4323,4842,4217,5126,4205,6142,4603,9385,6198,19049,10973,5944,5703,4175,3412,3705,3534,2984,3320,1209,2116,221,404,0,1,0,0,0,0
Jun-22,5호선,2525,영등포시장,1,0,2348,994,5701,5333,21285,12923,31741,38152,14074,23210,9938,15714,10771,14737,12922,16707,14068,20294,14245,16624,17456,13852,21384,14189,27318,17394,37038,30179,15620,17745,11288,10988,10016,10803,7645,10334,3065,7208,338,1330,0,0,0,0,0,0
Jun-22,5호선,2526,신길,63,0,1740,383,3841,2170,13679,4834,21545,14281,8151,6189,4538,2838,4205,3046,4516,3209,4256,3703,3962,3611,4031,4211,4712,5397,7273,8853,12854,17025,4612,10337,3235,7664,3282,7852,2591,7884,1333,5484,219,1453,0,0,0,0,0,0
Jun-22,5호선,2527,여의도,6,0,1867,3159,3822,23720,9578,133189,12955,219413,10715,78672,11377,31015,17418,30971,17664,29928,22644,31377,27350,25914,34593,23159,46915,24289,127636,28318,166042,37566,63195,16884,52352,9003,46248,7834,30466,6848,11144,5034,1227,2390,0,0,0,0,0,0
Jun-22,5호선,2528,여의나루,9,0,1415,1528,2462,11374,4833,38576,8401,67218,4878,26208,4701,18431,6264,18442,7934,19639,9129,22478,12305,23306,18168,23856,25979,24175,45000,26001,59870,28669,29656,18850,38004,11466,35654,7475,29657,5345,11384,2906,697,800,0,0,0,0,0,0
Jun-22,5호선,2529,마포,27,1,2386,1252,8247,10392,25541,21576,33874,69919,17524,33770,13898,15905,14065,16454,15550,14984,17158,15159,16302,13931,17766,15069,21879,18762,34410,27930,57527,42757,20723,23977,18123,13322,20588,12258,15605,10919,6550,7363,892,1408,1,1,0,0,0,0
Jun-22,5호선,2530,공덕,5,0,1793,936,5585,7009,21799,29060,29919,79103,14578,38212,11570,15787,13438,14854,15302,14300,16624,14891,16269,13563,17159,14414,22951,17074,38361,26765,62894,43925,23490,21403,18846,12538,19924,11762,16515,11287,7126,6894,906,1510,0,1,0,0,0,0
Jun-22,5호선,2531,애오개,29,0,2348,394,5358,4104,18000,9107,23737,25706,12059,12239,8201,6350,8457,5779,8815,6325,8787,8037,7853,7880,9195,7801,10623,8960,13233,12626,20410,19968,7516,12560,5514,7739,4495,7326,3517,7375,1269,4849,105,2329,0,245,0,0,0,0
Jun-22,5호선,2532,충정로(경기대입구),24,1,861,280,2166,1741,6901,9206,8496,31461,4525,12393,3913,4297,4251,4021,4618,3601,5075,4457,5395,4142,5467,3803,6499,4138,12110,5660,26353,8648,6992,5659,4641,3745,4469,4025,3292,4005,1323,2633,187,604,0,57,0,0,0,0
Jun-22,5호선,2533,서대문,12,1,2562,1114,5921,14281,17579,67319,22965,157989,16373,44530,15935,20392,19080,18586,19114,17521,18759,21352,21788,17425,26888,14789,37115,14925,67695,18286,110363,23922,28546,14053,22731,9834,21174,10089,16228,8379,6011,5628,599,1461,0,16,0,0,0,0
Jun-22,5호선,2534,광화문(세종문화회관),79,1,2619,956,3196,27016,8568,72759,12683,251100,11059,111011,13626,49136,19785,47463,25128,42147,33291,44135,38808,36003,46742,29353,59665,29058,102271,36385,198257,44389,68866,19988,51972,8478,55958,7037,47171,5493,17783,3217,1622,765,0,1,0,0,0,0
Jun-22,5호선,2535,종로3가,87,4,1471,513,1889,5711,3147,14911,4335,38959,4712,32040,6274,27377,9701,31428,16056,30774,19271,28998,23792,25484,27336,23254,32452,24000,40206,27480,53855,32000,32669,16996,31183,8621,35125,6649,30216,4931,15277,3403,1375,1220,0,4,0,0,0,0
Jun-22,5호선,2536,을지로4가,1,1,408,603,655,6565,1504,17676,2491,42198,2435,18388,3309,10896,4974,11098,6328,9909,7742,8874,8878,7694,10024,6917,12498,6177,23270,6147,35834,6171,14706,3181,9343,1731,8018,1533,5681,1087,2660,895,342,231,0,1,0,0,0,0
Jun-22,5호선,2537,동대문역사문화공원(DDP),2,0,217,263,517,2875,1095,9469,1719,29517,1453,11524,1931,3525,1870,2817,2017,2750,2276,2839,2894,2834,3085,2571,4684,2393,10646,2605,19893,3023,7270,1820,3821,1289,3253,1194,2379,1113,994,820,148,248,0,0,0,0,0,0
Jun-22,5호선,2538,청구,6,0,1716,290,3156,2132,7061,3965,10587,14194,6664,6840,5508,4133,5127,3448,4721,3881,5369,4322,5233,4197,5130,4663,6143,5676,7578,6836,12736,9809,7759,7069,4952,4513,3891,4222,3354,4552,1517,3041,249,701,0,0,0,0,0,0
Jun-22,5호선,2539,신금호,18,1,3045,472,7367,2908,21314,9008,28180,13695,14797,7358,9539,5901,8391,5768,8695,7101,8777,7921,7865,7978,8909,10046,11416,12324,9636,15549,10126,24470,7578,16630,5055,10427,3825,9984,3002,9330,1239,6330,164,1521,0,0,0,0,0,0
Jun-22,5호선,2540,행당,26,0,3964,740,11422,2524,31390,5106,42366,9296,20530,6576,13600,5367,11471,6123,11494,7258,10697,8367,9398,9248,9684,11028,9695,13974,10497,17879,9862,29417,5933,20031,5091,13026,4113,12135,3346,10976,1068,7261,124,1622,0,1,0,0,0,0
Jun-22,5호선,2541,왕십리(성동구청),9,0,1671,510,2511,2898,5995,6303,8398,18858,5174,9033,4626,6805,5249,6940,5786,7533,6133,8238,6564,8225,7148,8156,8710,9277,10676,11125,13997,16285,8226,8915,7198,5437,7860,4768,6838,4192,3353,2843,478,2345,0,184,0,0,0,0
Jun-22,5호선,2542,마장,0,0,2502,591,5858,4069,15411,6521,19496,15615,10759,8627,7951,6368,7825,6361,8599,7013,8047,6905,7718,6025,8320,6953,9421,8610,10340,10955,11996,16083,7073,10945,4871,6963,4577,6659,3613,6347,1387,3950,119,1051,0,8,0,0,0,0
Jun-22,5호선,2543,답십리,57,1,9236,1026,18045,7329,54501,13700,72479,35014,34070,17174,21387,12868,18911,12991,19959,15103,19283,17040,17391,16457,18693,19146,21850,23208,26785,31070,32321,53063,15184,36285,11038,22382,9311,20749,7085,20107,2943,12331,346,3069,1,11,0,0,0,0
Jun-22,5호선,2544,장한평,19,0,7420,1113,17601,12183,52412,22033,70033,63337,36136,27588,21860,18422,19760,18267,21455,17844,20643,18499,19915,17794,21576,20176,27645,25700,35788,36148,56863,60576,24772,42721,15431,24733,11899,23184,9051,21670,3686,14028,347,3079,0,77,0,0,0,0
Jun-22,5호선,2545,군자(능동),35,2,7089,846,12048,5695,33199,8301,44713,23992,21177,16990,13442,11232,12845,11237,13850,12895,13789,14575,13029,14767,13454,17138,15713,20972,19578,30099,24683,49917,14982,33384,11943,19730,12062,17999,10264,17772,5168,12301,715,5198,0,687,0,0,0,0
Jun-22,5호선,2546,아차산(어린이대공원후문),16,0,8875,1517,16375,5912,43247,14887,57757,30329,30799,19839,20712,18788,19910,19236,22416,17961,23958,18019,23383,18486,24599,22388,27310,26789,28001,32399,27705,49539,16339,36826,12250,23129,11182,19453,7672,18226,2931,11050,309,2660,0,0,0,0,0,0
Jun-22,5호선,2547,광나루(장신대),8,0,5345,1856,16191,8362,40345,15507,45451,31984,27189,20550,19619,17041,18891,14112,19769,15697,19769,16844,18716,16307,20598,17532,25545,22291,25466,26915,30975,38843,14784,27353,11937,17471,13295,16608,9022,15795,2764,10488,269,1962,1,0,0,0,0,0
Jun-22,5호선,2548,천호(풍납토성),55,0,6968,1550,11627,13088,27665,18836,35434,40047,22013,34665,21172,27851,23836,27204,27401,28318,29127,30097,29833,29666,34455,32233,39955,34970,48408,41481,51439,53544,35519,39172,33673,22412,23965,19687,19188,17217,8669,10981,1302,2772,1,5,0,0,0,0
Jun-22,5호선,2549,강동,101,1,10475,1263,20425,11610,53638,28552,65432,48972,35452,25592,25564,19354,25419,16953,26640,18686,23151,24279,22751,22476,25743,24524,30930,26541,40955,32789,42745,51500,20329,39565,14471,26491,11842,24726,8741,22789,3133,16029,411,5299,0,0,0,0,0,0
Jun-22,5호선,2550,길동,6,0,4837,790,8533,3918,21848,7262,26485,17668,14405,13228,12686,9252,12409,9829,13495,11360,13130,10817,11002,12469,11987,13215,13837,16324,14656,18580,15935,25715,8394,19985,6568,12076,6149,9782,4661,9523,1755,5385,251,2033,0,0,0,0,0,0
Jun-22,5호선,2551,굽은다리(강동구민회관앞),5,0,7006,636,14027,2759,35898,6245,37920,14316,21219,10705,15619,8800,14346,9328,14931,10233,14139,11492,12393,12303,12490,13643,13290,18601,13516,22187,15037,33010,8787,27159,6512,16701,6945,14233,4592,14411,1520,8020,194,2696,0,0,0,0,0,0
Jun-22,5호선,2552,명일,9,0,5232,1264,14332,3662,35067,7370,32522,13099,18145,9954,15181,9411,13458,9633,14093,8733,12395,11491,11744,11097,11383,13648,14003,17900,12335,18725,12156,35559,7208,28970,5779,15180,5957,12813,3983,13208,1483,8158,180,2372,0,9,0,0,0,0
Jun-22,5호선,2553,고덕,10,2,3978,1632,11569,5972,29651,16515,24840,17230,16096,12101,13864,11511,15348,10424,14768,10837,13429,15669,14119,12665,16424,14254,21687,16546,20384,16641,15128,28971,9305,24748,7604,12459,7579,11777,7252,11588,1842,6870,271,2613,1,103,0,0,0,0
Jun-22,5호선,2554,상일동,41,0,9580,1355,30809,6145,79506,11516,56107,16321,32791,9533,24087,8480,20077,8702,20165,13064,17909,14607,15684,14011,17950,19367,18760,21711,19238,31400,17873,53713,10386,50003,7879,25292,4990,24583,3835,22485,1415,14728,278,6608,0,947,0,0,0,0
Jun-22,5호선,2555,둔촌동,2,0,4020,490,9326,4480,24163,9982,26449,18806,14955,10902,11155,9556,11174,8764,11387,9564,11003,11523,11147,10632,11589,12779,13802,15599,16005,19221,19344,27766,9625,20603,7663,10226,6828,10595,5102,8639,1862,5582,147,1097,0,0,0,0,0,0
Jun-22,5호선,2556,올림픽공원(한국체대),3,0,1153,1042,5469,4363,11170,6745,11505,9654,7931,6744,7033,6532,6927,5797,7241,6901,6843,6992,6453,6820,8458,7288,11343,6948,10339,8710,9429,9539,5519,7734,4646,4559,5914,4237,4382,3892,893,3024,75,614,0,0,0,0,0,0
Jun-22,5호선,2557,방이,2,2,2433,869,7292,3855,18726,7930,17339,24654,11319,12451,9064,8477,8501,7208,9711,9533,10123,8848,8804,10064,10317,11077,11822,13628,14442,18497,20597,20398,9552,17055,7892,9203,10230,7319,10391,6808,1788,4931,140,1003,0,0,0,0,0,0
Jun-22,5호선,2558,오금,1,0,1139,263,3108,2685,8125,9445,7920,20800,4763,7086,4483,3791,4386,3213,5206,3797,4692,3376,4851,3969,6139,4024,8241,4965,10138,5927,13624,7180,4492,6371,3460,3856,2754,3495,2233,3598,821,2985,90,712,0,0,0,0,0,0
Jun-22,5호선,2559,개롱,7,0,3270,981,9103,3496,23413,7619,21650,15848,12561,8122,10037,5926,9134,6288,9241,6950,8877,7966,7647,8540,8826,9230,11608,13115,12117,15326,12823,19356,6046,19394,4707,10449,4259,8939,2568,10287,815,5443,57,1450,0,0,0,0,0,0
Jun-22,5호선,2560,거여,2,0,5992,730,16266,4772,49205,9479,42028,18124,22347,10054,15117,6867,13207,8019,13590,8609,12838,11055,11270,10769,12077,12743,15497,20109,15539,22009,15485,34913,7358,32642,5778,16470,5085,14958,3256,16130,955,9183,81,2402,0,0,0,0,0,0
Jun-22,5호선,2561,마천,53,0,6916,405,14347,3134,40258,4778,31992,10574,16095,7209,10317,6776,9220,6041,9842,6661,8763,7647,7796,7026,7541,11162,9066,14037,8817,16312,9497,24257,4630,23952,3738,11798,2507,12543,1597,11759,525,7419,75,2429,0,0,0,0,0,0
Jun-22,5호선,2562,강일,1,0,2494,744,7348,2796,19141,4355,18966,6935,11739,3041,8465,2594,7051,3051,6602,4471,5845,4175,4953,4985,5510,6511,7116,7210,6502,11148,6790,14695,2909,14714,2050,8665,1583,8003,1273,7083,347,5435,59,1366,0,0,0,0,0,0
Jun-22,5호선,2563,미사,17,1,7101,790,23739,7069,67009,11942,61914,23691,30873,20508,22515,15770,20418,15523,21698,18395,21328,17094,18500,20784,21275,21384,23069,27538,26572,40163,27111,57640,15650,60523,15018,32939,15418,25785,13001,24238,5984,16596,1067,4166,0,0,0,0,0,0
Jun-22,5호선,2564,하남풍산,1,0,1680,181,5429,2157,10795,6438,10920,15126,6586,9653,5552,5023,5091,4665,5199,4691,5464,5334,5371,5382,6752,5256,8573,7137,10585,7083,13250,9863,5501,9597,3999,5162,3895,4660,2268,4793,715,3071,102,1082,0,0,0,0,0,0
Jun-22,5호선,2565,하남시청(덕풍·신장),6,0,4649,117,10698,3344,25343,5738,23329,13451,13909,7912,11735,7680,11205,7561,12554,7410,11041,9950,9442,8892,9848,12223,12530,14335,12694,14296,12755,21638,7460,20200,5424,10978,4538,11079,3176,9980,1151,6583,177,2665,0,0,0,0,0,0
Jun-22,5호선,2566,하남검단산,27,4,3365,20,8596,3036,21730,4980,19421,11707,10965,10158,9224,8589,7756,8278,8503,9386,8899,8833,9018,7887,10353,10571,12339,9245,12248,12604,11591,15924,7155,14917,6242,9449,5089,8455,3716,7525,913,5623,54,2372,0,0,0,0,0,0
Jun-22,6호선,2611,응암,12,0,11313,1368,26926,5862,69606,9673,88202,17807,44303,12528,28103,12763,24708,13795,25912,16959,23983,18055,20361,19892,19765,24833,21482,31251,20861,42968,21096,70444,13294,58293,10117,37611,8341,30466,6745,29544,2429,19822,238,4983,0,0,0,0,0,0
Jun-22,6호선,2612,역촌,0,0,2104,279,5992,2009,16457,2832,16086,7399,8310,4255,5583,3584,5147,4080,5835,4907,5899,4882,5087,5081,4570,5708,4542,7925,4898,9958,4869,16404,2890,13702,2097,7324,1717,7533,1309,6839,477,4904,57,1204,0,0,0,0,0,0
Jun-22,6호선,2613,불광,33,0,1709,480,3848,2786,10150,4134,11912,7428,6721,7377,5755,5214,6526,5959,7383,6164,7795,7118,8229,6902,9408,7450,10551,8018,9984,9403,9497,13679,5730,10435,4665,6009,3992,5309,2463,5120,914,4096,124,1749,0,0,0,0,0,0
