사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-22,경인선,1807,백운,172,3,8003,2086,14043,4385,28103,4617,24732,8492,14968,6034,12444,5786,11222,7192,11205,7753,9462,8646,8413,8635,8878,10851,10623,13908,11039,17155,8903,22839,5068,22121,4221,12987,3643,11978,2614,10286,1310,7999,29,966,0,0,0,0,0,0
Jun-22,경인선,1808,동암,762,12,19173,4054,31038,8545,58278,14143,53649,17652,32086,14174,25762,13281,23093,15979,23514,16594,21492,18429,19560,18226,19025,23474,22503,30119,23981,41075,22941,54436,14485,48134,11632,31518,10392,29456,8011,24447,3673,16916,149,2732,0,0,0,0,0,0
Jun-22,경인선,1809,주안,1004,22,14645,4639,27366,10104,62267,18134,56145,29506,35245,22499,27344,16890,27979,16838,30472,21631,28677,19708,26543,23162,28659,23698,32815,32768,38822,38303,35806,55649,22188,56052,19512,32610,17735,27440,14173,25602,6371,19742,394,3926,0,0,0,0,0,0
Jun-22,경인선,1810,제물포,928,4,7898,1892,15558,6016,38749,14049,33900,31902,18929,14371,15868,10470,15344,9033,15888,11486,15648,11839,13771,11348,16298,12949,21625,16185,21111,21210,22915,28948,10316,28122,7645,16937,6658,15614,4285,13920,1557,10378,40,2697,0,0,0,0,0,0
Jun-22,경인선,1811,동인천,1699,8,6838,2872,16564,12467,39288,23816,30949,33605,20093,17065,18781,18939,19435,22961,22014,20436,21822,22473,21238,20199,25462,19959,30050,23252,36421,26825,43061,31712,18429,31871,13964,18654,10831,15427,7264,14716,2197,9075,11,3582,0,1,0,0,0,0
Jun-22,경인선,1812,인천,369,32,1270,988,3235,3745,5839,6569,4817,9119,3592,6231,3632,7950,4537,10186,6341,10253,7868,8394,10884,7774,11773,6252,14684,5389,15054,4874,14085,4186,7059,3054,6000,2278,4596,1765,2161,1429,564,1042,7,859,0,6,0,0,0,0
Jun-22,경인선,1813,구일,391,10,4408,1368,10047,3516,26927,8703,23920,13475,13069,10589,9924,7727,10461,8462,10703,12023,9742,16396,9074,12495,10700,14468,14144,18049,16521,24885,12468,32565,6096,20548,7794,11163,15482,10507,16860,8915,6443,6166,18,324,0,0,0,0,0,0
Jun-22,경인선,1814,소사,1162,19,16128,3146,15334,6442,32553,8264,29216,11478,19442,10494,15453,8751,14020,9837,13848,11455,12857,11064,11806,11493,12627,12099,13788,16672,14409,20801,11913,27825,7258,24095,5250,15064,4403,14277,3053,12388,1130,10630,13,344,0,0,0,0,0,0
Jun-22,경인선,1815,부개,2000,9,9675,2131,16775,4159,39854,6270,33307,11168,19157,6763,14603,5900,13086,7690,13115,9133,12336,9648,10079,10306,10231,12504,12188,16338,11844,21088,11338,29096,6575,25648,4710,15247,4096,14762,2911,12282,1311,9370,14,579,0,0,0,0,0,0
Jun-22,경인선,1816,간석,336,3,5580,1241,11057,2361,23725,4329,20412,9645,11346,5624,9394,5073,8853,5694,8976,6087,8357,7403,7512,7136,8278,8799,9783,10862,8967,14046,9479,18678,5007,17261,4061,10541,3699,8593,2643,7508,1285,6362,107,1199,0,1,0,0,0,0
Jun-22,경인선,1817,도원,554,7,2322,1065,3569,2145,7674,6528,6791,21551,4407,4102,4724,4211,4862,3370,5123,3579,5232,3978,4262,3890,7068,4500,10777,5395,11879,5649,8017,6507,3046,5962,2321,3807,2349,3351,1231,2546,257,2221,18,940,0,0,0,0,0,0
Jun-22,경인선,1821,온수(성공회대입구),242,4,6037,1269,9193,3893,22849,11291,21918,13487,14193,8118,11017,5965,10472,6069,11773,7839,10627,7813,9535,8117,10775,9318,15629,11277,12865,14518,10969,21308,6029,18543,4699,10621,4735,10385,3664,9159,1349,6129,25,373,0,0,0,0,0,0
Jun-22,경인선,1822,중동,971,10,11029,1333,18341,3728,45236,5926,34823,13307,19483,8554,14640,7882,13567,9119,14015,9729,13120,10179,10997,10867,10786,12116,11699,17032,12303,22170,12964,31175,6794,28220,5513,17373,5094,14920,3380,13095,1356,10236,11,541,0,0,0,0,0,0
Jun-22,경인선,1823,도화,387,0,4461,748,6701,1828,17855,4190,14702,7176,8826,3995,7171,3854,6717,4025,6895,5262,6381,5113,5526,5756,5522,6579,6681,8489,6877,9982,6840,11347,3460,11290,2895,6818,2110,5694,1597,4391,564,4584,23,1323,2,2,0,0,0,0
Jun-22,경원선,1008,이촌(국립중앙박물관),58,0,922,637,3651,2534,8746,4312,9390,8053,7643,5232,6231,3856,6028,3750,6018,3835,6338,4475,6075,4177,6963,4968,8336,5707,9908,6325,9411,7845,5429,5786,4578,4106,4262,3917,3309,4084,1075,2572,4,176,0,0,0,0,0,0
Jun-22,경원선,1009,서빙고,42,0,974,683,2223,3112,3255,4441,3335,8808,3262,4255,2867,2881,2655,2369,3049,2233,3536,3128,3100,2870,4055,3686,5330,3275,7295,3146,7046,3956,3351,3287,2344,1627,2344,1907,1787,1542,369,1078,7,53,0,0,0,0,0,0
Jun-22,경원선,1010,한남,132,0,1875,691,2763,4631,4532,10323,5473,13816,4815,11439,4439,6089,5193,4923,5697,5008,5314,5269,5883,4817,7362,5056,8800,5864,13616,7212,14145,7456,6710,5949,5276,3027,5189,3648,5193,2626,2014,1588,8,109,0,0,0,0,0,0
Jun-22,경원선,1011,옥수,0,0,1,35,3,128,47,37,105,234,54,18,33,146,18,168,12,66,12,18,22,6,19,22,328,62,360,82,38,27,391,28,54,9,38,17,7,3,8,2,2,0,0,0,0,0,0,0
Jun-22,경원선,1012,응봉,150,1,1208,283,2962,1288,7296,2023,7548,2359,5050,1655,3606,1474,3096,1528,2880,1741,2683,2065,2391,2601,2817,2656,3163,3700,2943,4187,2995,5314,1799,4880,1337,2961,1014,2290,737,2577,268,1660,1,74,0,0,0,0,0,0
Jun-22,경원선,1013,왕십리(성동구청),981,10,6012,1210,9123,6576,25802,13194,39641,22133,26147,17788,16731,19296,16838,19969,19590,22885,22414,24581,21421,24149,24568,27382,28167,31484,31104,41857,29432,63277,23445,44966,22973,27123,25820,21945,25449,21560,12384,13369,911,4832,0,0,0,0,0,0
Jun-22,경원선,1014,청량리(서울시립대입구),1158,6,5898,1743,7990,12534,27669,17030,43050,26678,23976,31842,32929,33404,24483,34393,29251,31050,36779,32542,29137,34310,36232,35573,36560,34420,33129,33843,38723,48622,23465,33805,27507,18947,19775,20492,10918,12073,4911,7802,62,1148,0,0,0,0,0,0
Jun-22,경원선,1016,외대앞,608,17,4830,1910,7911,4593,18641,3952,22996,14304,13888,9546,11699,11351,11834,9846,13051,11492,13237,10410,13024,11812,14202,12074,15571,14349,17519,17118,13681,23316,9418,18010,7777,12095,7171,11956,6139,12362,3046,9634,121,2144,0,0,0,0,0,0
Jun-22,경원선,1017,신이문,1339,7,9216,1155,14887,2921,35743,4477,38453,8070,21122,5340,15067,5829,12889,6927,12915,8275,11998,9487,10022,9725,9579,13897,9587,16284,9671,20443,8983,30328,5788,23580,3876,15572,3076,13016,2084,12658,883,8181,54,1658,0,0,0,0,0,0
Jun-22,경원선,1018,석계,1279,20,6694,1670,11860,4117,24995,6099,27909,8712,19286,7129,15625,7035,14224,8965,13763,9418,12540,10990,11253,12221,11369,15893,11836,20779,12043,25054,10953,37297,8052,26416,6364,17481,6216,15488,5075,13016,2439,9400,133,2307,0,0,0,0,0,0
Jun-22,경원선,1019,광운대,1978,12,6277,1126,12889,2599,30139,6150,26680,13325,15621,10100,11519,9011,11420,10569,12083,9707,11735,10513,11387,11129,11614,11334,13048,13813,12562,16274,11080,24484,6333,19981,5704,12732,5042,11631,4600,9564,2040,10278,128,4534,0,6,0,0,0,0
Jun-22,경원선,1020,월계,962,13,5484,1090,10398,2365,25756,8817,23679,12774,14811,11645,11875,7927,11525,6967,12423,8522,11051,10411,10044,8469,12097,9668,15916,12836,12688,14530,10456,22095,6073,18382,4625,9966,3969,9846,2721,8064,1116,5912,94,1305,0,0,0,0,0,0
Jun-22,경원선,1021,녹천,1175,42,4199,739,7884,1435,22228,4817,18687,5453,11113,2745,8091,3462,7359,3270,7844,4298,6452,4698,5148,4652,5379,5639,7564,7388,6067,9073,4952,14034,3244,12359,1935,7571,1911,6930,1350,6048,494,4327,30,1160,0,0,0,0,0,0
Jun-22,경원선,1022,창동,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jun-22,경원선,1901,방학,787,6,11830,1574,16313,5265,33144,9496,30850,21636,20555,11540,17133,10999,15898,10303,16382,13048,14722,12198,13384,14243,13569,16609,15089,20095,15830,22906,18004,29011,10138,27433,7097,14918,5926,13339,4324,11701,1753,7076,165,2683,0,0,0,0,0,0
Jun-22,경원선,1902,도봉,340,18,7683,1294,10510,3721,19789,3968,18589,9820,13037,8077,10886,7618,10179,6581,9425,7984,9482,8110,9059,8916,9381,10213,9287,11466,9641,13582,10314,15920,4715,15025,3355,9252,2728,7564,2016,7446,848,4313,91,1530,0,0,0,0,0,0
Jun-22,경원선,1903,도봉산,269,1,6540,1306,9478,3353,21153,5145,21555,8122,14542,13329,12470,16081,12275,14026,13986,14910,16790,11036,19184,9579,20302,9641,19863,9920,18330,9399,15171,10716,9185,8643,5924,5630,3874,4916,2550,4567,929,3215,96,1286,0,0,0,0,0,0
Jun-22,경원선,1904,망월사,476,7,8094,1176,13344,3856,27481,5228,27110,17113,16726,12821,14165,9797,14650,12175,14284,12811,14219,11534,13098,13388,14220,12568,14836,15376,15762,19061,11178,25131,6327,23249,5087,14877,4396,12047,3784,10783,1421,7053,227,2896,0,0,0,0,0,0
Jun-22,경원선,1905,회룡,1155,25,15588,2061,27913,5783,55741,8756,47654,12256,29951,11269,25447,11438,23206,12753,21273,15403,18905,15847,16150,17542,15437,21264,15004,27199,14748,34462,12229,43605,7778,41701,6250,24763,5572,20947,3782,17409,1539,11047,231,5019,0,0,0,0,0,0
Jun-22,경원선,1906,의정부,2441,24,10914,2506,24062,7707,47997,14198,44547,36609,27284,36995,23808,28064,25885,30581,28360,33525,28874,35495,30534,32442,33554,31132,36045,36651,41485,41939,44088,56430,27708,49907,26453,30421,19808,23874,16045,20331,7250,13572,735,8542,0,0,0,0,0,0
Jun-22,경원선,1907,가능,646,4,8118,1828,11835,3957,24950,7382,21811,15080,12869,8185,12081,6102,11092,7365,10953,7345,9907,8327,8805,7177,8948,9600,10453,11989,13552,14957,9450,19696,5919,18906,4771,12116,4216,8744,2991,8627,1210,5258,142,3078,0,0,0,0,0,0
Jun-22,경원선,1908,녹양,319,4,5106,952,8801,2619,17973,5564,14713,8751,8988,4617,8202,3646,7734,5405,7608,4770,6767,5412,5843,4840,6191,6587,7030,8102,7645,10746,8334,13295,3954,12827,3132,8122,2551,6633,1566,6582,665,3647,60,2155,0,0,0,0,0,0
Jun-22,경원선,1909,양주,1740,9,5190,2154,11888,6778,29757,11419,25364,12304,18390,7987,15344,6832,13931,8152,12915,9043,11818,9119,10578,9233,10586,11217,13443,13847,14295,19036,14302,22258,7505,19682,4678,14254,3826,11137,2273,10897,761,6189,32,3381,0,0,0,0,0,0
Jun-22,경원선,1910,덕계,21,0,2701,1076,9049,5711,13432,4016,12445,5547,6985,3020,5592,2272,5112,2615,4441,3048,4231,3321,4225,3079,4674,4031,6471,4786,6322,8091,5171,8931,2077,9701,1655,5208,1074,4835,838,3824,406,3001,16,996,0,0,0,0,0,0
Jun-22,경원선,1911,덕정,6,0,3788,1778,8254,6877,18380,9821,18453,16055,11067,9487,9043,5770,9271,6367,9671,7665,9967,7265,9337,5756,9871,7695,11338,8808,13632,13340,12918,14284,5467,14573,4302,8562,3431,8518,2439,6333,1390,4905,174,1499,0,0,0,0,0,0
Jun-22,경원선,1912,지행,105,5,5643,1080,10865,2723,22504,5968,23309,12467,14944,7619,12339,5728,11472,7404,10570,8511,10479,10353,9628,9119,9586,11388,10365,13344,10976,19330,11711,19496,6768,20514,6312,12382,5073,10437,4098,9840,2018,7682,210,2659,0,1,0,0,0,0
Jun-22,경원선,1913,동두천중앙,80,2,2739,727,5537,2153,8705,4606,9081,9942,6668,4803,6177,3874,5575,5215,6048,4594,5850,5137,5363,4392,5603,5159,5240,5505,6345,6766,6732,6384,3040,6624,2326,4443,1474,3624,912,3453,440,2698,25,792,0,0,0,0,0,0
Jun-22,경원선,1914,보산,48,0,1656,507,2375,1301,4377,3088,4185,3111,3568,1924,2923,1470,3072,1717,2991,1733,2861,2182,2964,2358,3181,2630,3637,2892,4521,3673,3596,3669,2286,4783,1635,3327,1131,2553,609,2150,230,1878,7,561,0,0,0,0,0,0
Jun-22,경원선,1915,동두천,39,1,1127,831,3283,3925,6014,7997,6121,7222,4664,5981,4518,4201,4411,4195,3726,3186,4365,4497,4368,3746,5747,3965,4963,3866,5665,4128,5480,5267,2613,4302,1577,3867,804,3110,574,2160,362,1904,4,604,0,0,0,0,0,0
Jun-22,경원선,1916,소요산,92,1,757,734,1263,1495,3275,2926,4590,4119,5278,4160,3855,10085,4609,10358,6293,12752,8153,8059,11820,5564,12799,4670,12453,4133,9239,3634,5725,2673,2606,2006,1440,1859,923,1031,311,888,166,972,2,685,0,0,0,0,0,0
Jun-22,안산선,1751,산본,485,4,8883,1741,22634,6364,54237,14731,51942,29484,26539,21390,23056,19786,21864,19666,23477,22682,22749,24208,21938,24212,23330,25477,25816,31026,27298,39590,29893,61170,19234,53869,16253,30425,16975,24236,13429,20982,4946,14753,165,2604,0,0,0,0,0,0
Jun-22,안산선,1752,대야미,19,0,2833,1133,7913,3567,18333,5619,20677,8571,10584,4756,7813,4699,7052,4941,7256,5071,7080,5113,6954,5594,7289,7426,8287,8829,8513,10016,10574,15566,5783,12454,4400,8436,3084,7218,1867,7002,741,4539,39,634,0,0,0,0,0,0
Jun-22,안산선,1753,반월,28,0,3591,1067,7501,2834,17184,4157,16419,7947,9789,3683,7762,3512,6573,4179,6588,4475,6411,4972,5448,5583,5163,6870,6640,8797,8134,9851,7687,14821,4193,11609,3209,8568,2090,7240,1524,6691,586,4182,98,553,0,0,0,0,0,0
Jun-22,안산선,1754,상록수,448,13,14152,2646,32381,8009,68168,12834,62626,20461,35293,16042,25977,13223,23790,13350,24427,14417,21056,17093,17931,18147,19190,20399,22161,27521,24394,39605,21839,61271,13311,55230,11408,35886,9382,31788,6763,27195,2624,18582,185,3490,0,0,0,0,0,0
Jun-22,안산선,1755,한대앞,84,0,7819,970,17043,4343,31418,8748,26476,20861,17357,15040,14408,13619,14326,10022,14773,13031,13754,12008,13639,11905,14014,12794,16909,17226,19107,22511,18437,32271,10206,25275,9030,17157,8364,14129,7009,13147,2805,9630,91,2044,0,0,0,0,0,0
Jun-22,안산선,1756,중앙,250,10,10246,1379,29720,10245,57554,16219,47145,35473,26971,31031,22782,20340,23786,20753,26423,24204,25102,27255,24284,26341,26535,27613,32196,32581,36039,45000,36612,65317,25001,55411,23771,34088,24542,28352,21451,23062,8680,18861,369,4752,0,1,0,0,0,0
Jun-22,안산선,1757,고잔,251,12,5237,933,15457,5003,31422,12985,22228,27362,14873,13817,12742,10516,12716,9492,12224,9996,11608,11474,11849,10905,13756,10739,14850,11534,20418,17042,22496,24985,8589,20282,7289,12676,7247,11351,4919,10126,2105,8409,111,2690,0,0,0,0,0,0
Jun-22,안산선,1758,초지,222,3,3465,520,10342,4124,21991,9203,16326,10554,9313,6236,6934,4607,6530,4277,6856,4889,5845,5782,5597,5256,5684,6045,6901,6788,9336,10404,10658,16208,5023,14766,3882,10101,3035,8233,1840,7587,640,5587,33,2028,0,1,0,0,0,0
Jun-22,안산선,1759,안산,1244,10,10307,1907,12220,16235,21409,41401,22354,32880,18849,15030,15022,12679,14705,13599,15606,13611,16033,13027,16508,14239,18046,15190,22295,16232,40562,23382,45407,25538,21842,20079,18492,15691,11315,13343,4819,10378,1398,6425,59,2456,0,2,0,0,0,0
Jun-22,안산선,1760,신길온천,32,1,2129,107,3596,1918,7143,3714,6438,2934,3682,1458,3092,1470,2630,1691,2530,1844,2345,1670,2070,2067,2285,2538,2715,2867,3976,4276,3903,5815,2200,4418,1615,3110,994,2735,483,2379,189,1936,6,402,0,0,0,0,0,0
Jun-22,안산선,1761,정왕,270,1,7124,261,10483,13097,19128,25178,16410,30787,11594,21132,11070,13740,11518,12036,13114,12268,13250,11821,12877,11735,16519,11601,21681,11727,26146,16762,31704,20722,14407,16301,11584,12421,8146,10887,4837,9189,1495,6684,22,1559,1,2,0,0,0,0
Jun-22,안산선,1762,오이도,228,1,6483,328,15490,7801,31597,13297,24968,15326,15519,8777,12070,8890,12153,11493,12730,12292,11989,11980,11506,11975,12637,13490,15462,15513,19663,19373,19220,26035,10390,22164,8942,14820,8585,13336,4881,11224,1553,9070,3,3229,0,9,0,0,0,0
Jun-22,안산선,1763,수리산,31,2,3287,518,8952,1886,18584,4781,18036,7198,9562,4081,7051,4572,6690,3511,6148,3558,5527,3703,4960,3983,5576,4733,5528,6008,5396,7595,5592,11717,2927,9947,2081,6718,1416,5666,926,5395,358,3732,15,544,0,0,0,0,0,0
Jun-22,과천선,1450,선바위,1,0,1208,1110,6554,9706,18268,18804,20761,23772,14767,15851,11370,8593,9964,8132,10440,8384,10793,8227,10627,7753,11431,8793,15585,10243,22414,12666,29479,17085,13299,13788,8936,8794,7490,8214,3951,7878,1065,4133,6,240,0,0,0,0,0,0
Jun-22,과천선,1451,경마공원,2,0,386,521,765,2400,1889,4120,2879,11998,2393,32675,2439,44184,2718,21780,3788,17890,4494,15272,7638,9133,11255,5646,18681,3450,32005,2144,68660,2450,10801,2081,3041,1241,1014,1119,365,885,116,516,3,33,1,2,0,0,0,0
Jun-22,과천선,1452,대공원,7,0,107,401,322,3766,977,4599,1196,16950,1841,25689,3131,27565,5246,15199,8622,11314,10327,10812,13324,9058,17263,5848,19118,3800,19071,2511,16352,1954,7625,1253,4774,687,5542,484,2762,362,248,230,6,10,0,0,0,0,0,0
Jun-22,과천선,1453,과천,5,1,2463,311,10353,2212,27514,4769,24667,9457,15338,5786,12120,5155,10587,5471,10820,6531,10164,7074,9475,8048,9486,8792,10506,11287,9941,14537,8975,20484,4716,18951,3296,11893,2546,11713,1886,11515,573,6585,15,322,0,0,0,0,0,0
Jun-22,과천선,1454,정부과천청사,6,2,2140,877,7977,13445,21550,21951,19753,63561,14232,16586,11989,9707,12089,9397,12653,10309,13074,10905,13487,11456,14527,11305,22257,13072,31835,17047,50179,22464,13545,18683,11840,10729,10394,10085,5547,9332,1436,5591,18,215,0,0,0,0,0,0
Jun-22,과천선,1455,인덕원,131,0,7933,3694,28491,15873,76366,38153,69421,95965,42097,36815,34458,21925,29456,21223,31724,21568,30338,24917,27439,25030,30637,29269,38620,35205,55367,50547,79766,80863,29440,65557,23693,37293,23764,34532,16386,33297,4784,21159,50,1104,0,0,0,0,0,0
Jun-22,과천선,1456,평촌,16,1,4481,2626,20738,9477,56991,32421,43768,83660,24960,32249,19929,16567,18750,13914,19490,14256,18172,18613,17839,16084,20961,16863,24399,21512,41976,26807,61590,45947,24643,40783,17515,22305,16469,18454,13971,18036,4216,11071,41,675,0,0,0,0,0,0
Jun-22,과천선,1457,범계,101,1,8506,2798,34976,11204,90112,24088,72682,57840,40969,40354,33541,30865,32401,29022,35982,31278,34564,36560,33802,35427,37442,39200,43163,46486,49512,59359,58326,95927,35214,75236,37509,39260,30092,33514,26719,31426,9036,19571,111,1214,0,0,0,0,0,0
Jun-22,분당선,1023,선릉,61,2,1231,1492,2166,10769,4791,43924,6758,135703,5647,87633,6988,40207,8803,23742,11103,20559,12714,22384,13523,17840,18043,15512,25393,17432,44782,20948,78190,24160,33269,13980,21081,6919,20404,5933,17875,5360,5210,3347,252,724,0,0,0,0,0,0
Jun-22,분당선,1024,한티,95,29,2430,1219,7725,9540,21613,29700,25729,48469,16434,39322,14221,26434,16100,19888,19238,22895,20173,28442,19888,21383,24254,21582,29048,27532,39578,33140,44215,35227,26391,23678,30120,13681,23838,12688,27690,11699,4143,6172,165,488,0,0,0,0,0,0
Jun-22,분당선,1025,도곡,78,2,1466,1249,3718,7277,9218,14743,13318,24399,10315,17093,9166,9400,9837,8327,9965,8695,10591,9092,11095,9173,14089,9387,17362,10272,20809,11579,21563,13858,10904,11319,8041,7079,7126,6809,5401,6409,1280,3944,59,633,1,1,0,0,0,0
Jun-22,분당선,1026,구룡,1,0,464,1243,1487,6535,3514,9905,5088,5397,4198,2228,3638,1998,3072,1494,3134,1991,2874,2145,2694,2286,3937,2632,9990,2743,7025,3258,4482,3993,2289,3348,1496,2098,1966,2129,796,2112,186,1449,10,64,0,0,0,0,0,0
Jun-22,분당선,1027,개포동,10,1,920,1092,3067,7672,8728,6210,9932,8733,6661,6439,5681,5588,4930,4151,5606,4882,5662,5627,5621,5456,6409,5805,10148,6225,10072,7795,8081,9926,4878,8239,3845,4995,3974,4801,3759,4584,1428,2764,26,103,0,0,0,0,0,0
Jun-22,분당선,1028,대모산입구,8,0,2088,926,5073,4631,15360,5874,16584,9333,10352,5390,7448,3742,6300,4013,6619,4764,6417,5110,5389,5029,6412,6554,8684,7401,9318,8939,9022,11770,4241,10068,2768,6486,2196,6218,1626,6610,484,3696,11,213,0,0,0,0,0,0
Jun-22,분당선,1030,수서,36,0,3341,4367,6499,14803,24206,27190,37534,45359,24574,26468,23285,19546,18810,15196,22615,19613,20687,18186,15365,17512,24708,20519,28692,24370,34684,30491,41577,39349,18535,28791,19745,18701,13791,17098,14467,15834,6591,6801,37,739,0,0,0,0,0,0
Jun-22,분당선,1031,복정,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,2,0,5,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jun-22,분당선,1846,수원,484,3,4591,905,8998,3786,23239,8754,24197,13121,12447,11393,8701,9169,8794,10108,9872,10330,9916,11393,9752,11133,11877,10712,14379,12741,16158,19890,18806,24770,14024,18279,13815,9764,12572,7508,11730,6171,4631,4053,119,866,0,0,0,0,0,0
Jun-22,분당선,1847,서울숲,91,0,2606,632,5308,5105,13107,22031,21454,44027,14235,33771,8547,21535,8941,19509,10623,18750,12789,21085,14649,19020,18917,18820,24559,19043,39065,20595,50307,27822,27266,18553,20272,9084,18384,7916,14300,7385,3832,4090,118,924,0,0,0,0,0,0
Jun-22,분당선,1848,압구정로데오,130,0,2288,871,3535,11150,5351,25251,8041,73121,6769,102599,8218,54766,12682,40867,16647,35555,20327,35631,25865,31819,34196,29996,43482,33618,59564,39256,87163,46743,64552,26165,54506,11208,41381,7941,33510,6118,11840,3774,623,768,0,0,0,0,0,0
Jun-22,분당선,1849,강남구청,16,0,1545,688,2771,4912,7201,14496,10169,55076,8365,44362,7954,18851,8865,14117,9608,13878,11109,14982,12187,12737,13973,13008,17077,14265,26109,16127,49472,19757,24507,12218,14565,7087,13084,5608,10038,5555,3141,3380,145,816,0,0,0,0,0,0
Jun-22,분당선,1850,선정릉,18,0,871,909,1928,5744,4599,13150,6939,50732,5885,37914,5389,14388,6170,9454,7712,8077,8152,8635,9235,7762,10867,7143,13188,7773,24263,8539,43006,9974,20719,6568,10596,3792,9142,3538,6965,3260,2071,2133,79,449,0,0,0,0,0,0
Jun-22,분당선,1851,가천대,34,0,5203,685,7561,3781,18150,6305,24879,24875,15546,22499,11745,17212,12806,11103,15247,16578,14277,14625,15746,12711,17927,12081,19979,13267,22795,17184,15735,23671,10074,19393,7435,14509,6509,14820,6397,14762,3295,11771,33,419,0,0,0,0,0,0
Jun-22,분당선,1852,태평,252,13,14492,1631,20701,5590,42894,8222,61632,17618,41043,12856,23944,11306,19334,13029,19630,13989,19225,14637,17177,17062,16428,22932,17700,26705,20150,33831,18212,45745,10699,33816,8312,24248,6441,26201,4822,21332,1873,13132,26,452,0,0,0,0,0,0
Jun-22,분당선,1853,모란,370,12,15967,3190,22521,11406,51290,23699,66770,37115,47714,29466,32305,27186,31600,30434,33595,30651,32604,32618,33528,32889,32034,38188,35961,41395,39573,46532,42312,63694,24193,46869,17969,33420,15755,30569,12724,25248,6538,18114,103,1071,0,0,0,0,0,0
Jun-22,분당선,1854,야탑,116,7,7620,2946,19519,15251,52797,40450,62717,94643,42491,53420,34978,36754,35353,32226,37464,37140,36715,39065,37161,35580,41721,39833,47164,42372,64483,55744,85076,72537,39998,54953,30759,34121,27597,28130,20086,27038,7393,17780,178,1627,0,0,0,0,0,0
Jun-22,분당선,1855,서현,269,9,4684,2898,13579,12639,33223,40628,39612,79000,29276,63834,26462,39766,28254,34060,31773,36342,33172,37109,36000,38904,42266,35603,47753,40523,66206,52590,85770,62423,46911,46057,46233,26976,38862,21835,28828,18786,12515,11049,441,1524,0,0,0,0,0,0
Jun-22,분당선,1856,수내,104,3,2634,1893,7156,10260,18064,18554,23606,54767,16087,38613,13369,21314,14911,17080,16713,17337,17972,18037,20317,17592,23107,17287,26281,18736,38355,23431,49260,27833,26804,20118,24028,12151,17371,10868,14208,9981,4063,5720,193,926,0,0,0,0,0,0
Jun-22,분당선,1857,정자,340,5,3533,1079,10643,11762,27754,39806,33421,76781,24279,42825,18320,21318,19162,18324,19912,17640,20577,20290,21881,17954,23946,19819,28059,24838,52653,37628,62120,48327,31980,36121,25607,21890,28797,19196,24752,18404,10637,11989,979,2253,0,0,0,0,0,0
Jun-22,분당선,1858,미금,580,11,3779,798,12080,11088,26270,21759,31679,44037,23169,34489,21738,21555,23598,21300,24164,23122,24199,24650,25771,24651,30400,24034,31009,27456,37324,33032,39425,41473,20753,31215,16762,21038,17391,18479,13230,17001,4587,10179,176,2182,0,0,0,0,0,0
Jun-22,분당선,1859,오리,625,3,4080,485,14195,7229,30440,13687,33378,31828,21870,17091,16907,10376,16333,10709,16611,12306,16115,11206,15210,11739,16506,12986,17869,14532,25616,18175,33356,24324,13227,20940,10712,13876,9499,11919,6669,11604,2577,7624,74,1690,0,0,0,0,0,0
Jun-22,분당선,1860,이매,82,4,2577,862,6276,4056,14028,9878,15814,15564,10724,8102,8467,6143,8264,6088,8407,6747,7985,7492,7908,7209,8806,8046,12361,9493,16855,12406,14627,15537,6833,11968,5428,7757,6019,6952,4927,7435,1027,4831,21,653,0,0,0,0,0,0
Jun-22,분당선,1861,보정,37,0,1133,100,3561,1421,8810,2839,9338,6691,6688,2386,5150,1684,4634,2174,4020,2379,3607,2437,3326,2847,3892,3545,4418,4418,5928,5290,3833,6739,1795,6268,1565,3968,1505,3597,1136,3788,435,2752,10,164,0,0,0,0,0,0
Jun-22,분당선,1862,죽전,1291,15,5342,869,15672,7863,40991,16320,38150,24742,23207,24437,17556,19831,17391,18861,18566,19329,18270,19678,18248,20767,21052,22034,24273,25773,28847,30798,31188,44606,19861,39188,23245,24507,12593,21952,9445,21302,3270,15975,5,8279,0,0,0,0,0,0
