네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 컴퓨터/IT
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 50대

"날짜","컴퓨터/IT"
"2022-01-26",42
"2022-01-27",50
"2022-01-28",31
"2022-01-29",31
"2022-01-30",25
"2022-01-31",27
"2022-02-01",35
"2022-02-02",51
"2022-02-03",40
"2022-02-04",54
"2022-02-05",39
"2022-02-06",46
"2022-02-07",36
"2022-02-08",55
"2022-02-09",55
"2022-02-10",44
"2022-02-11",48
"2022-02-12",46
"2022-02-13",37
"2022-02-14",35
"2022-02-15",39
"2022-02-16",53
"2022-02-17",31
"2022-02-18",44
"2022-02-19",21
"2022-02-20",52
"2022-02-21",53
"2022-02-22",35
"2022-02-23",35
"2022-02-24",48
"2022-02-25",23
"2022-02-26",40
"2022-02-27",44
"2022-02-28",41
"2022-03-01",28
"2022-03-02",70
"2022-03-03",69
"2022-03-04",100
"2022-03-05",70
"2022-03-06",74
"2022-03-07",77
"2022-03-08",80
"2022-03-09",53
"2022-03-10",78
"2022-03-11",73
"2022-03-12",34
"2022-03-13",40
"2022-03-14",56
"2022-03-15",47
"2022-03-16",78
"2022-03-17",59
"2022-03-18",65
"2022-03-19",31
"2022-03-20",30
"2022-03-21",53
"2022-03-22",45
"2022-03-23",49
"2022-03-24",40
"2022-03-25",38
"2022-03-26",21
"2022-03-27",62
"2022-03-28",32
"2022-03-29",43
"2022-03-30",60
"2022-03-31",33
"2022-04-01",39
"2022-04-02",18
"2022-04-03",37
"2022-04-04",32
"2022-04-05",28
"2022-04-06",40
"2022-04-07",43
"2022-04-08",31
"2022-04-09",22
"2022-04-10",25
"2022-04-11",21
"2022-04-12",20
"2022-04-13",34
"2022-04-14",34
"2022-04-15",20
"2022-04-16",18
"2022-04-17",27
"2022-04-18",33
"2022-04-19",35
"2022-04-20",27
"2022-04-21",36
"2022-04-22",31
"2022-04-23",28
"2022-04-24",28
"2022-04-25",34
"2022-04-26",27
"2022-04-27",22
"2022-04-28",40
"2022-04-29",35
"2022-04-30",19
"2022-05-01",30
"2022-05-02",30
"2022-05-03",32
"2022-05-04",27
"2022-05-05",31
"2022-05-06",19
"2022-05-07",25
"2022-05-08",24
"2022-05-09",47
"2022-05-10",31
"2022-05-11",36
"2022-05-12",32
"2022-05-13",24
"2022-05-14",23
"2022-05-15",23
"2022-05-16",43
"2022-05-17",35
"2022-05-18",36
"2022-05-19",30
"2022-05-20",23
"2022-05-21",43
"2022-05-22",24
"2022-05-23",15
"2022-05-24",21
"2022-05-25",39
"2022-05-26",23
"2022-05-27",20
"2022-05-28",18
"2022-05-29",13
"2022-05-30",26
"2022-05-31",24
"2022-06-01",23
"2022-06-02",28
"2022-06-03",41
"2022-06-04",24
"2022-06-05",13
"2022-06-06",60
"2022-06-07",31
"2022-06-08",30
"2022-06-09",21
"2022-06-10",25
"2022-06-11",15
"2022-06-12",19
"2022-06-13",35
"2022-06-14",33
"2022-06-15",31
"2022-06-16",19
"2022-06-17",24
"2022-06-18",25
"2022-06-19",22
"2022-06-20",40
"2022-06-21",23
"2022-06-22",30
"2022-06-23",16
"2022-06-24",35
"2022-06-25",20
"2022-06-26",24
"2022-06-27",25
"2022-06-28",23
"2022-06-29",28
"2022-06-30",27
"2022-07-01",31
"2022-07-02",14
"2022-07-03",30
"2022-07-04",27
"2022-07-05",22
"2022-07-06",21
"2022-07-07",12
"2022-07-08",10
"2022-07-09",0
