네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 컴퓨터/IT
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 40대

"날짜","컴퓨터/IT"
"2021-12-08",66
"2021-12-09",68
"2021-12-10",60
"2021-12-11",50
"2021-12-12",78
"2021-12-13",72
"2021-12-14",69
"2021-12-15",68
"2021-12-16",63
"2021-12-17",65
"2021-12-18",36
"2021-12-19",51
"2021-12-20",52
"2021-12-21",60
"2021-12-22",55
"2021-12-23",45
"2021-12-24",60
"2021-12-25",49
"2021-12-26",58
"2021-12-27",74
"2021-12-28",84
"2021-12-29",44
"2021-12-30",80
"2021-12-31",47
"2022-01-01",48
"2022-01-02",53
"2022-01-03",82
"2022-01-04",78
"2022-01-05",73
"2022-01-06",64
"2022-01-07",75
"2022-01-08",44
"2022-01-09",74
"2022-01-10",87
"2022-01-11",87
"2022-01-12",67
"2022-01-13",81
"2022-01-14",81
"2022-01-15",35
"2022-01-16",48
"2022-01-17",71
"2022-01-18",60
"2022-01-19",50
"2022-01-20",69
"2022-01-21",57
"2022-01-22",37
"2022-01-23",46
"2022-01-24",63
"2022-01-25",60
"2022-01-26",49
"2022-01-27",69
"2022-01-28",43
"2022-01-29",38
"2022-01-30",30
"2022-01-31",26
"2022-02-01",32
"2022-02-02",42
"2022-02-03",54
"2022-02-04",60
"2022-02-05",58
"2022-02-06",50
"2022-02-07",68
"2022-02-08",67
"2022-02-09",75
"2022-02-10",56
"2022-02-11",63
"2022-02-12",39
"2022-02-13",43
"2022-02-14",62
"2022-02-15",59
"2022-02-16",64
"2022-02-17",54
"2022-02-18",60
"2022-02-19",55
"2022-02-20",52
"2022-02-21",51
"2022-02-22",67
"2022-02-23",64
"2022-02-24",33
"2022-02-25",49
"2022-02-26",58
"2022-02-27",59
"2022-02-28",44
"2022-03-01",56
"2022-03-02",76
"2022-03-03",88
"2022-03-04",84
"2022-03-05",62
"2022-03-06",84
"2022-03-07",88
"2022-03-08",82
"2022-03-09",69
"2022-03-10",62
"2022-03-11",62
"2022-03-12",59
"2022-03-13",53
"2022-03-14",86
"2022-03-15",63
"2022-03-16",82
"2022-03-17",66
"2022-03-18",65
"2022-03-19",60
"2022-03-20",40
"2022-03-21",74
"2022-03-22",100
"2022-03-23",62
"2022-03-24",64
"2022-03-25",64
"2022-03-26",54
"2022-03-27",38
"2022-03-28",67
"2022-03-29",82
"2022-03-30",60
"2022-03-31",53
"2022-04-01",50
"2022-04-02",31
"2022-04-03",42
"2022-04-04",65
"2022-04-05",63
"2022-04-06",65
"2022-04-07",67
"2022-04-08",51
"2022-04-09",38
"2022-04-10",56
"2022-04-11",52
"2022-04-12",65
"2022-04-13",47
"2022-04-14",66
"2022-04-15",51
"2022-04-16",36
"2022-04-17",39
"2022-04-18",49
"2022-04-19",57
"2022-04-20",62
"2022-04-21",41
"2022-04-22",35
"2022-04-23",30
"2022-04-24",38
"2022-04-25",45
"2022-04-26",70
"2022-04-27",46
"2022-04-28",56
"2022-04-29",36
"2022-04-30",28
"2022-05-01",31
"2022-05-02",69
"2022-05-03",36
"2022-05-04",62
"2022-05-05",21
"2022-05-06",24
"2022-05-07",21
"2022-05-08",32
"2022-05-09",64
"2022-05-10",45
"2022-05-11",40
"2022-05-12",49
"2022-05-13",46
"2022-05-14",31
"2022-05-15",27
"2022-05-16",45
"2022-05-17",53
"2022-05-18",49
"2022-05-19",42
"2022-05-20",39
"2022-05-21",30
"2022-05-22",33
"2022-05-23",45
"2022-05-24",38
"2022-05-25",43
"2022-05-26",39
"2022-05-27",39
"2022-05-28",23
"2022-05-29",37
"2022-05-30",44
"2022-05-31",46
"2022-06-01",50
"2022-06-02",50
"2022-06-03",34
"2022-06-04",33
"2022-06-05",30
"2022-06-06",28
"2022-06-07",38
"2022-06-08",37
"2022-06-09",44
"2022-06-10",32
"2022-06-11",43
"2022-06-12",33
"2022-06-13",36
"2022-06-14",49
"2022-06-15",41
"2022-06-16",39
"2022-06-17",42
"2022-06-18",38
"2022-06-19",29
"2022-06-20",46
"2022-06-21",43
"2022-06-22",35
"2022-06-23",37
"2022-06-24",44
"2022-06-25",18
"2022-06-26",23
"2022-06-27",56
"2022-06-28",39
"2022-06-29",53
"2022-06-30",55
"2022-07-01",31
"2022-07-02",25
"2022-07-03",30
"2022-07-04",41
"2022-07-05",52
"2022-07-06",39
"2022-07-07",42
"2022-07-08",18
"2022-07-09",6
