네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 컴퓨터/IT
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 40대

"날짜","컴퓨터/IT"
"2022-01-01",21
"2022-01-02",31
"2022-01-03",44
"2022-01-04",49
"2022-01-05",45
"2022-01-06",39
"2022-01-07",40
"2022-01-08",23
"2022-01-09",27
"2022-01-10",39
"2022-01-11",46
"2022-01-12",30
"2022-01-13",28
"2022-01-14",27
"2022-01-15",20
"2022-01-16",19
"2022-01-17",35
"2022-01-18",43
"2022-01-19",22
"2022-01-20",31
"2022-01-21",26
"2022-01-22",28
"2022-01-23",17
"2022-01-24",36
"2022-01-25",39
"2022-01-26",29
"2022-01-27",26
"2022-01-28",20
"2022-01-29",14
"2022-01-30",10
"2022-01-31",10
"2022-02-01",14
"2022-02-02",20
"2022-02-03",32
"2022-02-04",24
"2022-02-05",17
"2022-02-06",19
"2022-02-07",38
"2022-02-08",24
"2022-02-09",27
"2022-02-10",29
"2022-02-11",31
"2022-02-12",22
"2022-02-13",29
"2022-02-14",37
"2022-02-15",34
"2022-02-16",39
"2022-02-17",30
"2022-02-18",32
"2022-02-19",24
"2022-02-20",26
"2022-02-21",35
"2022-02-22",31
"2022-02-23",30
"2022-02-24",30
"2022-02-25",31
"2022-02-26",31
"2022-02-27",30
"2022-02-28",34
"2022-03-01",38
"2022-03-02",63
"2022-03-03",85
"2022-03-04",74
"2022-03-05",57
"2022-03-06",45
"2022-03-07",90
"2022-03-08",87
"2022-03-09",72
"2022-03-10",100
"2022-03-11",84
"2022-03-12",52
"2022-03-13",43
"2022-03-14",90
"2022-03-15",55
"2022-03-16",57
"2022-03-17",44
"2022-03-18",36
"2022-03-19",43
"2022-03-20",35
"2022-03-21",55
"2022-03-22",43
"2022-03-23",52
"2022-03-24",33
"2022-03-25",43
"2022-03-26",21
"2022-03-27",23
"2022-03-28",39
"2022-03-29",29
"2022-03-30",31
"2022-03-31",31
"2022-04-01",31
"2022-04-02",23
"2022-04-03",20
"2022-04-04",26
"2022-04-05",27
"2022-04-06",41
"2022-04-07",26
"2022-04-08",23
"2022-04-09",12
"2022-04-10",17
"2022-04-11",16
"2022-04-12",26
"2022-04-13",24
"2022-04-14",25
"2022-04-15",18
"2022-04-16",20
"2022-04-17",26
"2022-04-18",19
"2022-04-19",29
"2022-04-20",27
"2022-04-21",20
"2022-04-22",15
"2022-04-23",13
"2022-04-24",13
"2022-04-25",22
"2022-04-26",28
"2022-04-27",18
"2022-04-28",20
"2022-04-29",16
"2022-04-30",14
"2022-05-01",25
"2022-05-02",29
"2022-05-03",27
"2022-05-04",22
"2022-05-05",12
"2022-05-06",18
"2022-05-07",10
"2022-05-08",12
"2022-05-09",22
"2022-05-10",17
"2022-05-11",20
"2022-05-12",28
"2022-05-13",13
"2022-05-14",14
"2022-05-15",14
"2022-05-16",19
"2022-05-17",28
"2022-05-18",28
"2022-05-19",19
"2022-05-20",19
"2022-05-21",14
"2022-05-22",15
"2022-05-23",21
"2022-05-24",26
"2022-05-25",24
"2022-05-26",28
"2022-05-27",24
"2022-05-28",16
"2022-05-29",15
"2022-05-30",36
"2022-05-31",37
"2022-06-01",22
"2022-06-02",40
"2022-06-03",38
"2022-06-04",20
"2022-06-05",14
"2022-06-06",23
"2022-06-07",40
"2022-06-08",33
"2022-06-09",23
"2022-06-10",18
"2022-06-11",19
"2022-06-12",16
"2022-06-13",23
"2022-06-14",30
"2022-06-15",19
"2022-06-16",20
"2022-06-17",24
"2022-06-18",16
"2022-06-19",10
"2022-06-20",25
"2022-06-21",22
"2022-06-22",19
"2022-06-23",21
"2022-06-24",24
"2022-06-25",16
"2022-06-26",25
"2022-06-27",17
"2022-06-28",27
"2022-06-29",35
"2022-06-30",18
"2022-07-01",18
"2022-07-02",8
"2022-07-03",9
"2022-07-04",15
"2022-07-05",22
"2022-07-06",19
"2022-07-07",19
"2022-07-08",8
"2022-07-09",1
