네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 컴퓨터/IT
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 60대이상

"날짜","컴퓨터/IT"
"2022-01-04",22
"2022-01-05",28
"2022-01-06",18
"2022-01-07",16
"2022-01-08",24
"2022-01-09",36
"2022-01-10",32
"2022-01-11",20
"2022-01-12",22
"2022-01-13",40
"2022-01-14",36
"2022-01-15",24
"2022-01-16",12
"2022-01-17",12
"2022-01-18",28
"2022-01-19",26
"2022-01-20",24
"2022-01-21",34
"2022-01-22",28
"2022-01-23",26
"2022-01-24",24
"2022-01-25",20
"2022-01-26",14
"2022-01-27",26
"2022-01-28",38
"2022-01-29",6
"2022-01-30",16
"2022-01-31",10
"2022-02-01",38
"2022-02-02",18
"2022-02-03",12
"2022-02-04",24
"2022-02-05",34
"2022-02-06",32
"2022-02-07",44
"2022-02-08",34
"2022-02-09",10
"2022-02-10",26
"2022-02-11",48
"2022-02-12",42
"2022-02-13",56
"2022-02-14",30
"2022-02-15",10
"2022-02-16",34
"2022-02-17",34
"2022-02-18",50
"2022-02-19",62
"2022-02-20",14
"2022-02-21",54
"2022-02-22",40
"2022-02-23",36
"2022-02-24",40
"2022-02-25",42
"2022-02-26",12
"2022-02-27",24
"2022-02-28",40
"2022-03-01",18
"2022-03-02",32
"2022-03-03",70
"2022-03-04",54
"2022-03-05",16
"2022-03-06",24
"2022-03-07",38
"2022-03-08",22
"2022-03-09",26
"2022-03-10",32
"2022-03-11",22
"2022-03-12",6
"2022-03-13",22
"2022-03-14",22
"2022-03-15",64
"2022-03-16",22
"2022-03-17",36
"2022-03-18",74
"2022-03-19",30
"2022-03-20",50
"2022-03-21",14
"2022-03-22",28
"2022-03-23",78
"2022-03-24",58
"2022-03-25",42
"2022-03-26",34
"2022-03-27",18
"2022-03-28",24
"2022-03-29",32
"2022-03-30",28
"2022-03-31",20
"2022-04-01",10
"2022-04-02",8
"2022-04-03",18
"2022-04-04",46
"2022-04-05",58
"2022-04-06",34
"2022-04-07",28
"2022-04-08",8
"2022-04-09",26
"2022-04-10",44
"2022-04-11",14
"2022-04-12",12
"2022-04-13",20
"2022-04-14",28
"2022-04-15",28
"2022-04-16",20
"2022-04-17",100
"2022-04-18",14
"2022-04-19",24
"2022-04-20",26
"2022-04-21",14
"2022-04-22",20
"2022-04-23",14
"2022-04-24",22
"2022-04-25",14
"2022-04-26",14
"2022-04-27",18
"2022-04-28",16
"2022-04-29",16
"2022-04-30",4
"2022-05-01",16
"2022-05-02",40
"2022-05-03",46
"2022-05-04",20
"2022-05-05",20
"2022-05-06",22
"2022-05-07",10
"2022-05-08",28
"2022-05-09",34
"2022-05-10",22
"2022-05-11",24
"2022-05-12",14
"2022-05-13",6
"2022-05-14",12
"2022-05-15",26
"2022-05-16",16
"2022-05-17",14
"2022-05-18",20
"2022-05-19",22
"2022-05-20",16
"2022-05-21",4
"2022-05-22",10
"2022-05-23",8
"2022-05-24",38
"2022-05-25",12
"2022-05-26",12
"2022-05-27",30
"2022-05-28",20
"2022-05-29",14
"2022-05-30",14
"2022-05-31",28
"2022-06-01",18
"2022-06-02",56
"2022-06-03",36
"2022-06-04",8
"2022-06-05",24
"2022-06-06",10
"2022-06-07",14
"2022-06-08",30
"2022-06-09",8
"2022-06-10",12
"2022-06-11",8
"2022-06-12",18
"2022-06-13",12
"2022-06-14",44
"2022-06-15",18
"2022-06-16",14
"2022-06-17",30
"2022-06-18",20
"2022-06-19",10
"2022-06-20",16
"2022-06-21",12
"2022-06-22",22
"2022-06-23",32
"2022-06-24",38
"2022-06-25",12
"2022-06-26",42
"2022-06-27",32
"2022-06-28",10
"2022-06-29",22
"2022-06-30",20
"2022-07-01",20
"2022-07-02",26
"2022-07-03",30
"2022-07-04",20
"2022-07-05",8
"2022-07-06",8
"2022-07-07",32
"2022-07-08",24
"2022-07-09",0
