네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 컴퓨터/IT
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 20대

"날짜","컴퓨터/IT"
"2021-12-22",20
"2021-12-23",16
"2021-12-24",7
"2021-12-25",9
"2021-12-26",10
"2021-12-27",17
"2021-12-28",17
"2021-12-29",20
"2021-12-30",15
"2021-12-31",14
"2022-01-01",14
"2022-01-02",18
"2022-01-03",20
"2022-01-04",15
"2022-01-05",22
"2022-01-06",15
"2022-01-07",13
"2022-01-08",11
"2022-01-09",10
"2022-01-10",19
"2022-01-11",15
"2022-01-12",13
"2022-01-13",12
"2022-01-14",14
"2022-01-15",8
"2022-01-16",11
"2022-01-17",17
"2022-01-18",17
"2022-01-19",13
"2022-01-20",10
"2022-01-21",14
"2022-01-22",9
"2022-01-23",12
"2022-01-24",12
"2022-01-25",14
"2022-01-26",15
"2022-01-27",10
"2022-01-28",10
"2022-01-29",7
"2022-01-30",8
"2022-01-31",5
"2022-02-01",7
"2022-02-02",7
"2022-02-03",13
"2022-02-04",15
"2022-02-05",9
"2022-02-06",7
"2022-02-07",16
"2022-02-08",15
"2022-02-09",13
"2022-02-10",13
"2022-02-11",10
"2022-02-12",11
"2022-02-13",9
"2022-02-14",12
"2022-02-15",15
"2022-02-16",15
"2022-02-17",10
"2022-02-18",13
"2022-02-19",9
"2022-02-20",11
"2022-02-21",18
"2022-02-22",16
"2022-02-23",20
"2022-02-24",20
"2022-02-25",18
"2022-02-26",10
"2022-02-27",14
"2022-02-28",27
"2022-03-01",22
"2022-03-02",77
"2022-03-03",91
"2022-03-04",78
"2022-03-05",56
"2022-03-06",54
"2022-03-07",97
"2022-03-08",100
"2022-03-09",52
"2022-03-10",67
"2022-03-11",54
"2022-03-12",32
"2022-03-13",30
"2022-03-14",44
"2022-03-15",46
"2022-03-16",36
"2022-03-17",31
"2022-03-18",25
"2022-03-19",17
"2022-03-20",15
"2022-03-21",25
"2022-03-22",26
"2022-03-23",20
"2022-03-24",25
"2022-03-25",20
"2022-03-26",15
"2022-03-27",14
"2022-03-28",16
"2022-03-29",24
"2022-03-30",15
"2022-03-31",16
"2022-04-01",12
"2022-04-02",11
"2022-04-03",13
"2022-04-04",18
"2022-04-05",18
"2022-04-06",15
"2022-04-07",14
"2022-04-08",14
"2022-04-09",7
"2022-04-10",9
"2022-04-11",15
"2022-04-12",19
"2022-04-13",14
"2022-04-14",15
"2022-04-15",12
"2022-04-16",7
"2022-04-17",12
"2022-04-18",14
"2022-04-19",16
"2022-04-20",13
"2022-04-21",13
"2022-04-22",9
"2022-04-23",9
"2022-04-24",10
"2022-04-25",12
"2022-04-26",11
"2022-04-27",11
"2022-04-28",12
"2022-04-29",13
"2022-04-30",5
"2022-05-01",7
"2022-05-02",15
"2022-05-03",15
"2022-05-04",10
"2022-05-05",9
"2022-05-06",5
"2022-05-07",6
"2022-05-08",14
"2022-05-09",14
"2022-05-10",10
"2022-05-11",9
"2022-05-12",13
"2022-05-13",13
"2022-05-14",6
"2022-05-15",10
"2022-05-16",9
"2022-05-17",13
"2022-05-18",13
"2022-05-19",11
"2022-05-20",6
"2022-05-21",5
"2022-05-22",5
"2022-05-23",12
"2022-05-24",7
"2022-05-25",7
"2022-05-26",6
"2022-05-27",6
"2022-05-28",7
"2022-05-29",7
"2022-05-30",12
"2022-05-31",12
"2022-06-01",6
"2022-06-02",7
"2022-06-03",9
"2022-06-04",3
"2022-06-05",7
"2022-06-06",4
"2022-06-07",13
"2022-06-08",10
"2022-06-09",10
"2022-06-10",10
"2022-06-11",6
"2022-06-12",6
"2022-06-13",11
"2022-06-14",14
"2022-06-15",9
"2022-06-16",10
"2022-06-17",7
"2022-06-18",7
"2022-06-19",6
"2022-06-20",10
"2022-06-21",10
"2022-06-22",12
"2022-06-23",13
"2022-06-24",9
"2022-06-25",9
"2022-06-26",12
"2022-06-27",13
"2022-06-28",11
"2022-06-29",14
"2022-06-30",15
"2022-07-01",12
"2022-07-02",11
"2022-07-03",10
"2022-07-04",12
"2022-07-05",10
"2022-07-06",13
"2022-07-07",9
"2022-07-08",3
"2022-07-09",1
